"ticker","company","sector","url"
"CRM","Salesforce.com","Information Technology","http://finance.yahoo.com/q?s=CRM"
"SNDK","SanDisk Corporation","Information Technology","http://finance.yahoo.com/q?s=SNDK"
"SCG","SCANA Corp","Utilities","http://finance.yahoo.com/q?s=SCG"
"SLB","Schlumberger Ltd.","Energy","http://finance.yahoo.com/q?s=SLB"
"SNI","Scripps Networks Interactive Inc.","Consumer Discretionary","http://finance.yahoo.com/q?s=SNI"
"STX","Seagate Technology","Information Technology","http://finance.yahoo.com/q?s=STX"
"SEE","Sealed Air Corp.(New)","Materials","http://finance.yahoo.com/q?s=SEE"
"SHLD","Sears Holdings Corporation","Consumer Discretionary","http://finance.yahoo.com/q?s=SHLD"
"SRE","Sempra Energy","Utilities","http://finance.yahoo.com/q?s=SRE"
"SHW","Sherwin-Williams","Consumer Discretionary","http://finance.yahoo.com/q?s=SHW"
"SIAL","Sigma-Aldrich","Materials","http://finance.yahoo.com/q?s=SIAL"
"SPG","Simon Property Group Inc","Financials","http://finance.yahoo.com/q?s=SPG"
"SLM","SLM Corporation","Financials","http://finance.yahoo.com/q?s=SLM"
"SJM","Smucker (J.M.)","Consumer Staples","http://finance.yahoo.com/q?s=SJM"
"SNA","Snap-On Inc.","Consumer Discretionary","http://finance.yahoo.com/q?s=SNA"
"SO","Southern Co.","Utilities","http://finance.yahoo.com/q?s=SO"
"LUV","Southwest Airlines","Industrials","http://finance.yahoo.com/q?s=LUV"
"SWN","Southwestern Energy","Energy","http://finance.yahoo.com/q?s=SWN"
"SE","Spectra Energy Corp.","Energy","http://finance.yahoo.com/q?s=SE"
"S","Sprint Nextel Corp.","Telecommunications Services","http://finance.yahoo.com/q?s=S"
"STJ","St Jude Medical","Health Care","http://finance.yahoo.com/q?s=STJ"
"SWK","Stanley Black  Decker","Consumer Discretionary","http://finance.yahoo.com/q?s=SWK"
"SPLS","Staples Inc.","Consumer Discretionary","http://finance.yahoo.com/q?s=SPLS"
"SBUX","Starbucks Corp.","Consumer Discretionary","http://finance.yahoo.com/q?s=SBUX"
"HOT","Starwood Hotels  Resorts","Consumer Discretionary","http://finance.yahoo.com/q?s=HOT"
"STT","State Street Corp.","Financials","http://finance.yahoo.com/q?s=STT"
"SRCL","Stericycle Inc","Industrials","http://finance.yahoo.com/q?s=SRCL"
"SYK","Stryker Corp.","Health Care","http://finance.yahoo.com/q?s=SYK"
"SUN","Sunoco Inc.","Energy","http://finance.yahoo.com/q?s=SUN"
"STI","SunTrust Banks","Financials","http://finance.yahoo.com/q?s=STI"
"SYMC","Symantec Corp.","Information Technology","http://finance.yahoo.com/q?s=SYMC"
"SYY","Sysco Corp.","Consumer Staples","http://finance.yahoo.com/q?s=SYY"
"TROW","T. Rowe Price Group","Financials","http://finance.yahoo.com/q?s=TROW"
"TGT","Target Corp.","Consumer Discretionary","http://finance.yahoo.com/q?s=TGT"
"TEL","TE Connectivity Ltd.","Information Technology","http://finance.yahoo.com/q?s=TEL"
"TE","TECO Energy","Utilities","http://finance.yahoo.com/q?s=TE"
"THC","Tenet Healthcare Corp.","Health Care","http://finance.yahoo.com/q?s=THC"
"TDC","Teradata Corp.","Information Technology","http://finance.yahoo.com/q?s=TDC"
"TER","Teradyne Inc.","Information Technology","http://finance.yahoo.com/q?s=TER"
"TSO","Tesoro Petroleum Co.","Energy","http://finance.yahoo.com/q?s=TSO"
"TXN","Texas Instruments","Information Technology","http://finance.yahoo.com/q?s=TXN"
"TXT","Textron Inc.","Industrials","http://finance.yahoo.com/q?s=TXT"
"HSY","The Hershey Company","Consumer Staples","http://finance.yahoo.com/q?s=HSY"
"TRV","The Travelers Companies Inc.","Financials","http://finance.yahoo.com/q?s=TRV"
"TMO","Thermo Fisher Scientific","Health Care","http://finance.yahoo.com/q?s=TMO"
"TIF","Tiffany  Co.","Consumer Discretionary","http://finance.yahoo.com/q?s=TIF"
"TWX","Time Warner Inc.","Consumer Discretionary","http://finance.yahoo.com/q?s=TWX"
"TWC","Time Warner Cable Inc.","Consumer Discretionary","http://finance.yahoo.com/q?s=TWC"
"TIE","Titanium Metals Corp","Materials","http://finance.yahoo.com/q?s=TIE"
"TJX","TJX Companies Inc.","Consumer Discretionary","http://finance.yahoo.com/q?s=TJX"
"TMK","Torchmark Corp.","Financials","http://finance.yahoo.com/q?s=TMK"
"TSS","Total System Services","Information Technology","http://finance.yahoo.com/q?s=TSS"
"TRIP","TripAdvisor","Consumer Discretionary","http://finance.yahoo.com/q?s=TRIP"
"TSN","Tyson Foods","Consumer Staples","http://finance.yahoo.com/q?s=TSN"
"TYC","Tyco International","Industrials","http://finance.yahoo.com/q?s=TYC"
"USB","U.S. Bancorp","Financials","http://finance.yahoo.com/q?s=USB"
"UNP","Union Pacific","Industrials","http://finance.yahoo.com/q?s=UNP"
"UNH","United Health Group Inc.","Health Care","http://finance.yahoo.com/q?s=UNH"
"UPS","United Parcel Service","Industrials","http://finance.yahoo.com/q?s=UPS"
"X","United States Steel Corp.","Materials","http://finance.yahoo.com/q?s=X"
"UTX","United Technologies","Industrials","http://finance.yahoo.com/q?s=UTX"
"UNM","Unum Group","Financials","http://finance.yahoo.com/q?s=UNM"
"URBN","Urban Outfitters","Consumer Discretionary","http://finance.yahoo.com/q?s=URBN"
"VFC","V.F. Corp.","Consumer Discretionary","http://finance.yahoo.com/q?s=VFC"
"VLO","Valero Energy","Energy","http://finance.yahoo.com/q?s=VLO"
"VAR","Varian Medical Systems","Health Care","http://finance.yahoo.com/q?s=VAR"
"VTR","Ventas Inc","Financials","http://finance.yahoo.com/q?s=VTR"
"VRSN","Verisign Inc.","Information Technology","http://finance.yahoo.com/q?s=VRSN"
"VZ","Verizon Communications","Telecommunications Services","http://finance.yahoo.com/q?s=VZ"
"VIAB","Viacom Inc.","Consumer Discretionary","http://finance.yahoo.com/q?s=VIAB"
"V","Visa Inc.","Information Technology","http://finance.yahoo.com/q?s=V"
"VNO","Vornado Realty Trust","Financials","http://finance.yahoo.com/q?s=VNO"
"VMC","Vulcan Materials","Materials","http://finance.yahoo.com/q?s=VMC"
"WMT","Wal-Mart Stores","Consumer Staples","http://finance.yahoo.com/q?s=WMT"
"WAG","Walgreen Co.","Consumer Staples","http://finance.yahoo.com/q?s=WAG"
"DIS","Walt Disney Co.","Consumer Discretionary","http://finance.yahoo.com/q?s=DIS"
"WPO","Washington Post Co B","Consumer Discretionary","http://finance.yahoo.com/q?s=WPO"
"WM","Waste Management Inc.","Industrials","http://finance.yahoo.com/q?s=WM"
"WAT","Waters Corporation","Health Care","http://finance.yahoo.com/q?s=WAT"
"WPI","Watson Pharmaceuticals","Health Care","http://finance.yahoo.com/q?s=WPI"
"WLP","WellPoint Inc.","Health Care","http://finance.yahoo.com/q?s=WLP"
"WFC","Wells Fargo","Financials","http://finance.yahoo.com/q?s=WFC"
"WDC","Western Digital","Information Technology","http://finance.yahoo.com/q?s=WDC"
"WU","Western Union Co","Information Technology","http://finance.yahoo.com/q?s=WU"
"WY","Weyerhaeuser Corp.","Financials","http://finance.yahoo.com/q?s=WY"
"WHR","Whirlpool Corp.","Consumer Discretionary","http://finance.yahoo.com/q?s=WHR"
"WFM","Whole Foods Market","Consumer Staples","http://finance.yahoo.com/q?s=WFM"
"WMB","Williams Cos.","Energy","http://finance.yahoo.com/q?s=WMB"
"WIN","Windstream Corporation","Telecommunications Services","http://finance.yahoo.com/q?s=WIN"
"WEC","Wisconsin Energy Corporation","Utilities","http://finance.yahoo.com/q?s=WEC"
"WPX","WPX Energy, Inc.","Energy","http://finance.yahoo.com/q?s=WPX"
"WYN","Wyndham Worldwide","Consumer Discretionary","http://finance.yahoo.com/q?s=WYN"
"WYNN","Wynn Resorts Ltd","Consumer Discretionary","http://finance.yahoo.com/q?s=WYNN"
"XEL","Xcel Energy Inc","Utilities","http://finance.yahoo.com/q?s=XEL"
"XRX","Xerox Corp.","Information Technology","http://finance.yahoo.com/q?s=XRX"
"XLNX","Xilinx Inc","Information Technology","http://finance.yahoo.com/q?s=XLNX"
"XL","XL Capital","Financials","http://finance.yahoo.com/q?s=XL"
"XYL","Xylem Inc.","Industrials","http://finance.yahoo.com/q?s=XYL"
"YHOO","Yahoo Inc.","Information Technology","http://finance.yahoo.com/q?s=YHOO"
"YUM","Yum! Brands Inc","Consumer Discretionary","http://finance.yahoo.com/q?s=YUM"
"ZMH","Zimmer Holdings","Health Care","http://finance.yahoo.com/q?s=ZMH"
"ZION","Zions Bancorp","Financials","http://finance.yahoo.com/q?s=ZION"
